split,best_review_count_model,best_review_count_WAPE,last_month_baseline_WAPE,best_count_vs_last_month_pct,best_pulse_model,best_pulse_F1,best_pulse_PR_AUC,best_pulse_baseline,best_pulse_baseline_F1,best_pulse_vs_baseline_F1_delta,best_top10_precision_model,best_top10_precision,sna_vs_historical_WAPE_pct,nlp_vs_historical_WAPE_pct,pulse_sna_vs_historical_F1_delta,pulse_nlp_vs_historical_F1_delta,modality_takeaway
normal_pre_covid_test,ML: HGB all modalities,0.380684928583998,0.4472913385826771,-14.891057405612521,ML: HGB selected top 20,0.3086900129701686,0.2372468665022388,Baseline: rising recent activity,0.2155584528465884,0.09313156012358023,ML: historical,0.3013307984790874,-0.1941922677160998,-0.10636610205979294,0.0023141619890648113,-0.004420283258744717,"Normal pre-COVID patterns are learnable; all-modality HGB helps count forecasting, while selected HGB gives the cleanest pulse F1."
